id 	sns	sc	fav	lang	(c)2021 #InstanceTicker Released under the MIT license.	domain	sname	text	width	tcolor	bcolor	scolor	bicon	sicon	iicon	entry	exity	webp	avif
1710	40				mi.sugattor.ga	sugattor.ga										20230226T162916Z			
1711	41			ja	ff.ma2wa.net	ma2wa.net										20230922T042812Z			
1712	4				mi.growthers.dev	growthers.dev		..growthers.dev								20220919T072357Z			
1713	4	5		cn	sns.tantalum.life	tantalum.life		..tantalum.life								20220811T034014Z			
1714	4				msky.h3z.jp	h3z.jp										20220908T155248Z			
1715	4	2		en	mk.szkod.ovh	szkod.ovh										20220820T115408Z			
1716	4				fediverse.dotnet00.dev	dotnet00.dev		..dotnet00.dev								20220501T050026Z			
1717																			
1718	4			en	foralltime.icu	foralltime.icu										20220925T045536Z			
1719	4				miss.mouse.services	mouse.services										20220419T005203Z			
1720	4			ja	fle.st	fle.st										20230223T140727Z			
1721	4				msk.mozc-plasma.tech	mozc-plasma.tech		..mozc-plasma.tech								20230806T061522Z			
1722	4				relict.one	relict.one										20221012T225023Z			
1723	4				frennet.xyz	frennet.xyz										20220905T234405Z			
1724	4				blahaj.zone	blahaj.zone										20221108T092117Z			
1725	26				minidisc.tokyo	minidisc.tokyo										20210917T000000Z			
1726	4				otofu.uk	otofu.uk										20230331T134227Z			
1727	4				mk.taiy.me	taiy.me										20221120T162209Z			
1728	4				mk.arks.cafe	arks.cafe		..arks.cafe								20221114T023447Z			
1729	4			ja	kuinya.net	kuinya.net										20221030T141221Z			
1730	26				anthro.cc	anthro.cc										20221117T015851Z			
1731	4				mk.starnix.network	starnix.network										20220806T005539Z			
1732	4				yagamin.com	yagamin.com										20230703T125718Z			
1733	4				k.lapy.link	lapy.link										20200219T093900Z			
1734	45				ambrosia.moe	ambrosia.moe										20230718T171347Z			
1735					※ここからSocialhome [s]														
1736	12	1452		en	socialhome.network	socialhome.network										20210209T150000Z			
1737	12	7		en	jasonrobinson.me	jasonrobinson.me										20210209T150000Z			
1738																			
1739																			
1740																			
1741																			
1742																			
1743																			
1744																			
1745					※ここから[sa]misskey														
1746	26				key.lightnovel-dungeon.de	lightnovel-dungeon.de										20230407T101343Z			
1747	26				ck.treasuredgem.xyz	treasuredgem.xyz										20220913T000000Z			
1748	26				mew.m0e.space	m0e.space										20230428T205423Z			
1749	4	8		en	ubiqueros.com	ubiqueros.com										20220419T205815Z			
1750	4	8		ja	misskey.takehi.to	takehi.to		..takehi.to								20221128T084549Z			
1751	53	1200		ja	mk.shrimpia.network	shrimpia.network										20220917T003612Z			
1752	4	4		ja	honi.stesan.dev	stesan.dev										20220804T195500Z			
1753	4	4		ja	misskey.usbharu.dev	usbharu.dev		..usbharu.dev								20221123T054157Z			
1754																			
1755	4	2		ja	mi.sunset0916.net	sunset0916.net		..sunset0916.net								20221127T141523Z			
1756	4	7		ja	mi.yude.moe	yude.moe		..yude.moe								20221128T060033Z			
1757	4	15		ja	zadankai.club	zadankai.club										20221110T160707Z			
1758	53	25		ja	ebi.bal.ovh	bal.ovh										20230709T112413Z			
1759	4			ja	box.neachi.net	neachi.net										20230726T025827Z			
1760	4	55		cn	xn--s8w913fdga.chn.moe	chn.moe	铜锣湾.chn.moe	铜锣湾.chn.moe								20220627T072806Z			
1761	4	5		ja	ankokunogrove.space	ankokunogrove.space										20230902T000134Z			
1762	4	15		ja	otasky.ja-jp.org	ja-jp.org										20221117T142745Z			
1763	38	10		ja	msky.aozora.uk	aozora.uk		..aozora.uk								20221203T131359Z			
1764	4	800		ja	misskey.life	misskey.life										20221123T112548Z			
1765	41	40		ja	calc.04.si	04.si										20230321T101857Z			
1766	4	35		ja	warpday.net	warpday.net										20221203T062230Z			
1767	4	10		ch	a.sukazyo.cc	sukazyo.cc										20230222T063719Z			
1768	4	3		ja	misskey.objektiv2.net	objektiv2.net		..objektiv2.net								20221218T113037Z			
1769	26	5		en	borg.social	borg.social										20220501T172301Z			
1770	4	2		en	fedi.tyil.nl	fedi.tyil.nl										20220425T070903Z			
1771	4	12		en	kafka.icu	kafka.icu										20220101T202604Z			
1772	4	500		ja	fix.misskey.life	misskey.life										20230216T044044Z			
1773	4	110		en	comfy.social	comfy.social										20221220T014654Z			
1774	4	10		ja	mattyaski.co	mattyaski.co										20221224T133037Z			
1775	4	17		ja	beta.romneko.net	romneko.net										20221202T100427Z			
1776	4	1		ja	msk.i-red.info	i-red.info		..i-red.info								20221211T105545Z			
1777	4	6		ja	maniakey.com	maniakey.com										20221211T105545Z			
1778	4	15		ja	my-sky.blue	my-sky.blue										20230501T000000Z			
1779	4	8		ja	msky.crawling-with-love.com	crawling-with-love.com		..crawling-with-love.com								20221031T212125Z			
1780	4	40		ja	mi-wo.site	mi-wo.site										20221224T095653Z			
1781	41			ja	0xe.space	0xe.space										20230801T000000Z			
1782	4	15		ja	kitsui.life	kitsui.life										20221128T192359Z			
1783	4	10		eo	kajereto.com	kajereto.com										20221219T203651Z			
1784	41			ja	key.kubiwa.moe	kubiwa.moe										20230308T021142Z			
1785	41	200		en	kitsunes.club	kitsunes.club										20221125T000000Z			
1786	4	10		en	misskey.heonian.org	heonian.org		..heonian.org								20221219T173635Z			
1787	4	2		pl	mk.asie.pl	asie.pl		..asie.pl								20220515Z000000Z			
1788	4	3		ja	mi.kuropen.org	kuropen.org		..kuropen.org								20221229T142205Z			
1789	4	120		ru	mk.phreedom.club	phreedom.club		..phreedom.club								20220914T090321Z			
1790	4	15		ja	sudo.mkdir.uk	mkdir.uk		..mkdir.uk								20230103T000913Z			
1791	4	15		en	thecle.land	thecle.land										20221120T172145Z			
1792	4	5		en	lounge.dtzbts.xyz	dtzbts.xyz		..dtzbts.xyz								20221125T012856Z			
1793	41	3		ja	nemunyaa.nca10.net	nca10.net		..nca10.net								20230909T073316Z			
1794	41	15		ja	create-key.net	create-key.net										20230427T000000Z			
1795	4	120		ja	misskey.3dcg.love	3dcg.love		..3dcg.love								20230717T103804Z			
1796	4	30		ja	ktnfm.com	ktnfm.com										20221120T093418Z			
1797					※ ここから peertube [t]														
1798	5				peertube.cpy.re	cpy.re		..cpy.re								20210209T150000Z			
1799	5				video.blender.org	blender.org										20210209T150000Z			
1800	5				peertube2.cpy.re	cpy.re		..2.cpy.re								20210209T150000Z			
1801	5				peertube3.cpy.re	cpy.re		..3.cpy.re								20210209T150000Z			
1802	5				viditube.site	viditube.site										20230210T000000Z			
1803	5				video.poul.org	poul.org		..poul.org								20230615T000000Z			
1804	5				player.ojamajo.moe	ojamajo.moe		..ojamajo.moe								20210209T150000Z			
1805	5				v.slaycer.top	slaycer.top										20230621T000000Z			
1806	5				peertube.fr	peertube.fr										20210209T150000Z			
1807	5	11760			bestgore.fun	bestgore.fun										20221201T000000Z			
1808	5				peertube.su	peertube.su										20210209T150000Z			
1809	5	11350			video.ploud.fr	ploud.fr										20210209T150000Z			
1810	5	1680			video.ploud.jp	ploud.jp										20210209T150000Z			
1811	5				p.lu	p.lu										20211201T150000Z			
1812	5				pony.tube	pony.tube		Pony.Tube								20210209T150000Z			
1813	5				poast.tv	poast.tv										20210209T150000Z			
1814	5				spacepub.space	spacepub.space										20210209T150000Z			
1815	5				thecool.tube	thecool.tube										20210209T150000Z			
1816	5	20000			libre.video	libre.video										20221201T000000Z			
1817	5				videos.pair2jeux.tube	pair2jeux.tube		..pair2jeux.tube								20210209T150000Z			
1818	5	12400			video.antopie.org	antopie.org										20221201T000000Z			
1819	5				framatube.org	framatube.org										20180302T000000Z			
1820	5				p2ptube.us	p2ptube.us										20230107T000000Z			
1821	5				peertube.devol.it	devol.it		..devol.it								20230107T000000Z			
1822	5				videos.scanlines.xyz	scanlines.xyz										20211022T000000Z			
1823	5				tubee.fr	tubee.fr										20230107T000000Z			
1824	5				hitchtube.fr	hitchtube.fr										20230107T000000Z			
1825	5				video.snug.moe	snug.moe										20230801T000000Z			
1826	5				tube.querdenken-711.de	querdenken-711.de		..querdenken-711.de								20211201T000000Z			
1827	5				tube.sleeping.town	sleeping.town		..sleeping.town								20220223T000000Z			
1828	5				swebbtv.se	swebbtv.se										20211201T000000Z			
1829	5				fedimovie.com	fedimovie.com										20211217T084000Z			
1830	5				peervideo.club	peervideo.club										20211217T084000Z			
1831	5				peervideo.ru	peervideo.ru										20211217T084000Z			
1832	5				p.eertu.be	eertu.be										20211217T084000Z			
1833	5				kodcast.com	kodcast.com										20211217T084000Z			
1834	5				peertube.eus	peertube.eus										20230107T000000Z			
1835	5	11398			skeptikon.fr	skeptikon.fr										20211217T084000Z			
1836	5				peertube.lyceeconnecte.fr	lyceeconnecte.fr		..lyceeconnecte.fr								20211217T084000Z			
1837	5				peertube.uno	peertube.uno										20211217T084000Z			
1838	5				peertube.it	peertube.it										20211217T084000Z			
1839	5				gorf.tube	gorf.tube										20211217T084000Z			
1840	5				kumi.tube	kumi.tube										20230107T000000Z			
1841	5				peertube.anon-kenkai.com	anon-kenkai.com		p..anon-kenkai.com								20220107T000000Z			
1842	5				movie.tkngh.jp	tkngh.jp										20230906T000000Z			
1843	5				secure.direct-live.net	direct-live.net		..direct-live.net								20230107T000000Z			
1844	5				tube.fede.re	fede.re		..fede.re								20190326T000000Z			
1845	5				tube.network.europa.eu	europa.eu		🇪🇺 EU Video		#fd0	#039	#039				20220428T122600Z			
1846	5				videos.matabiau.ovh	matabiau.ovh		..matabiau.ovh								20231025T000000Z			
1847	5				video.rhizome.org	rhizome.org										20221118T000000Z			
1848																			
1849	5	60		en	videos.mastodont.cat	mastodont.cat		..mastodont.cat								20210224T000000Z			
1850	5				www.kotikoff.net	kotikoff.net		..kotikoff.net								20230107T000000Z			
1851	5			fr	secure.scanovid.com	scanovid.com		..scanovid.com								20230107T000000Z			
1852	5			es	video.hardlimit.com	hardlimit.com										20230107T000000Z			
1853	5			en	tube.rhythms-of-resistance.org	rhythms-of-resistance.org		RoR Tube								20230107T000000Z			
1854	5			en	rankett.net	rankett.net										20230107T000000Z			
1855	5				tube.reck.dk	reck.dk										20230110T000000Z			
1856	5			de	peertube.art3mis.de	art3mis.de		..art3mis.de								20230107T000000Z			
1857	5			en	tubedu.org	tubedu.org										20230107T000000Z			
1858	5			nl	peertube.hostservice.nl	hostservice.nl		..hostservice.nl								20230107T000000Z			
1859					※ ここから microblog.pub [u]														
1860	9	1			microblog.pub	microblog.pub							transparent			20210209T150000Z			
1861	9	1			microblog.pivox.net	pivox.net							transparent			20230604T100519Z			
1862	9	1			c3po.bashell.com	bashell.com							transparent			20210209T150000Z			
1863	9	1			fedi.robincussol.com	robincussol.com							transparent			20221108T000000Z			
1864	9	1			microwords.goodevilgenius.org	goodevilgenius.org		..goodevilgenius.org					transparent			20230104T000000Z			
1865	9	1			dj.je	dj.je							transparent			20221021T000000Z			
1866																			
1867	9	1		ja	hexa.ninja	hexa.ninja							transparent			20220729T000000Z			
1868	9	1			blog.nikisoft.one	nikisoft.one							transparent			20220107T150000Z			
1869	9	1		ja	pub.ssig33.com	ssig33.com							transparent			20221216T000000Z			
1870					※ ここから peertube[ua]														
1871	5			en	peertube.linuxrocks.online	linuxrocks.online		..linuxrocks.online								20230107T000000Z			
1872	5			de	video-cave-v2.de	video-cave-v2.de										20230107T000000Z			
1873	5			en	diode.zone	diode.zone										20230107T000000Z			
1874	5			en	videos.trom.tf	trom.tf										20230107T000000Z			
1875	5			en	phijkchu.com	phijkchu.com										20230107T000000Z			
1876	5				tilvids.com	tilvids.com										20210206T000000Z			
1877	5			fr	video.chalec.org	chalec.org										20230107T000000Z			
1878	5			en	fediverse.tv	fediverse.tv										20230107T000000Z			
1879	5			en	tv.suwerenni.org	suwerenni.org										20230107T000000Z			
1880	5				829.hu	829.hu										20220827T000000Z			
1881																			
1882																			
1883																			
1884																			
1885																			
1886																			
1887					以下 [us] から snac2														
1888	54				s.und.ooo	und.ooo										20230806T000000Z			
1889	54				social.userserviceable.com	userserviceable.com		..userserviceable.com								20230806T000000Z			
1890																			
1891	54				catboomer.net	catboomer.net										20230806T000000Z			
1892	54				snacc.hoi.st	hoi.st		..hoi.st								20230806T000000Z			
1893	54				activitypub.stigatle.no	stigatle.no		..stigatle.no								20230806T000000Z			
1894	54				snac.heycitizen.com	heycitizen.com	heycitizen.com									20230806T000000Z			
1895	54				buc.ci	buc.ci										20230806T000000Z			
1896	54				snac.noc.blue	noc.blue		..noc.blue								20230806T000000Z			
1897	54				social.nihil.ws	nihil.ws		..nihil.ws								20230806T000000Z			
1898	54				publ.ish.app	ish.app										20230806T000000Z			
1899	54				snac.poesty.tk	poesty.tk		..poesty.tk								20230806T000000Z			
1900	54				snac.nya.pub	nya.pub		..nya.pub								20230806T000000Z			
1901																			
1902																			
1903																			
1904																			
1905																			
1906																			
1907																			
1908																			
1909																			
1910																			
1911																			
1912																			
1913																			
1914																			
1915																			
1916																			
1917																			
1918																			
1919																			
1920																			
1921																			
1922					※  [v]														
1923																			
1924																			
1925																			
1926																			
1927																			
1928																			
1929																			
1930																			
1931					※ [va-] ここから、takahe, Kbin, Mbin														
1932	17			en	takahe.social	takahe.social										20230214T000000Z			
1933	17				internaluse.net	internaluse.net										20230727T000000Z			
1934	17				t.manfre.net	t.manfre.net										20230727T000000Z			
1935	17				nexific.social	nexific.social										20230727T000000Z			
1936	17				clubnf.us	clubnf.us										20230727T000000Z			
1937	17				cockatoot.city	cockatoot.city										20230727T000000Z			
1938	17				puffin.social	puffin.social										20230727T000000Z			
1939	17				vshn.social	vshn.social										20230727T000000Z			
1940																			
1941																			
1942																			
1943																			
1944																			
1945																			
1946	47				kbin.dk	kbin.dk										20230727T000000Z			
